Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team B - Player 1,Team B - Player 2
Group Stage,Open Advanced,Group B,5,Single game,Rashball Spezialisten,Roundnet Traunviertel,Roundnet Traunviertel,10,21,,,,,,,,,Lukas Liedl,Andi Flatscher,Felix Krenn,Konstantin Pata
Group Stage,Open Advanced,Group A,6,Single game,Fürsten Varabollix,Spikergang,Spikergang,22,24,,,,,,,,,Andreas Bolling,Mick Varadi,Sandro Dickbauer,Julius Focke
Group Stage,Open Advanced,Group A,6,Single game,Unknown,Wiese,Unknown,21,19,,,,,,,,,Jakob Geyer,Tim Phan Quoc,Leon Knauder,Fabian Wiesinger
Group Stage,Open Advanced,Group B,6,Single game,Nothing in pocket,Rashball Spezialisten,Nothing in pocket,21,18,,,,,,,,,Marcell Ujvári,Samu Németh,Lukas Liedl,Andi Flatscher
Group Stage,Open Advanced,Group B,6,Single game,Laroomba,Roundnet Traunviertel,Roundnet Traunviertel,18,21,,,,,,,,,Alexandros Poulopoulos,Antonios Psallidas,Felix Krenn,Konstantin Pata
Bracket Stage,Open Advanced,Bracket A,Quarter-final,Best of 3,Spikergang,Rashball Spezialisten,Spikergang,21,15,21,12,,,,,,,Sandro Dickbauer,Julius Focke,Lukas Liedl,Andi Flatscher
Bracket Stage,Open Advanced,Bracket A,Quarter-final,Best of 3,Roundnet Traunviertel,Fürsten Varabollix,Roundnet Traunviertel,21,18,21,11,,,,,,,Felix Krenn,Konstantin Pata,Andreas Bolling,Mick Varadi
Bracket Stage,Open Advanced,Bracket A,Quarter-final,Best of 3,Unknown,Laroomba,Unknown,21,18,25,23,,,,,,,Jakob Geyer,Tim Phan Quoc,Alexandros Poulopoulos,Antonios Psallidas
Bracket Stage,Open Advanced,Bracket A,Quarter-final,Best of 3,Nothing in pocket,Wiese,Nothing in pocket,21,10,21,10,,,,,,,Marcell Ujvári,Samu Németh,Leon Knauder,Fabian Wiesinger
Bracket Stage,Open Advanced,Bracket A,Semi-final,Best of 3,Spikergang,Nothing in pocket,Spikergang,21,15,21,13,,,,,,,Sandro Dickbauer,Julius Focke,Marcell Ujvári,Samu Németh
Bracket Stage,Open Advanced,Bracket A,Semi-final,Best of 3,Roundnet Traunviertel,Unknown,Roundnet Traunviertel,14,21,21,14,21,18,,,,,Felix Krenn,Konstantin Pata,Jakob Geyer,Tim Phan Quoc
Bracket Stage,Open Advanced,Bracket A,P5: Semi-final,Single game,Wiese,Rashball Spezialisten,Wiese,1,0,,,,,,,,,Leon Knauder,Fabian Wiesinger,Lukas Liedl,Andi Flatscher
Bracket Stage,Open Advanced,Bracket A,P5: Semi-final,Single game,Laroomba,Fürsten Varabollix,Fürsten Varabollix,0,1,,,,,,,,,Alexandros Poulopoulos,Antonios Psallidas,Andreas Bolling,Mick Varadi
Bracket Stage,Open Advanced,Bracket A,Final,Best of 3,Spikergang,Roundnet Traunviertel,Spikergang,21,14,21,17,,,,,,,Sandro Dickbauer,Julius Focke,Felix Krenn,Konstantin Pata
Bracket Stage,Open Advanced,Bracket A,P3: Final,Best of 3,Unknown,Nothing in pocket,Unknown,21,15,28,26,,,,,,,Jakob Geyer,Tim Phan Quoc,Marcell Ujvári,Samu Németh
Bracket Stage,Open Advanced,Bracket A,P7: Final,Single game,Laroomba,Rashball Spezialisten,Laroomba,2,0,,,,,,,,,Alexandros Poulopoulos,Antonios Psallidas,Lukas Liedl,Andi Flatscher
Group Stage,Open Intermediate,Group A,1,Single game,Kvart Caffe Tešanj,Die Kanocher Buam,Kvart Caffe Tešanj,21,16,,,,,,,,,Almin Karapandzic,Amar Bukvić,Daniel Pagger,Jan Hösele
Group Stage,Open Intermediate,Group A,1,Single game,CrMoV,Bajkeracija Tešanj,Bajkeracija Tešanj,12,21,,,,,,,,,Michael Meister,Matthias Gürtler,Ensar Ćostović,Ensar Prnjavorac
Group Stage,Open Intermediate,Group B,1,Single game,Fetzig,Zlatarna Dar  Tešanj,Fetzig,21,17,,,,,,,,,Daniel Fett,Jonas Glieder,Ahmed Agic,Mirza Bašalić
Group Stage,Open Intermediate,Group B,1,Single game,Harbabara,Obnova Tešanj,Harbabara,21,4,,,,,,,,,Martin Sauermoser,Mario Harb,Sabit Bavrk,Nedim Omahić
Group Stage,Open Intermediate,Group A,2,Single game,Kvart Caffe Tešanj,Bajkeracija Tešanj,Kvart Caffe Tešanj,21,18,,,,,,,,,Almin Karapandzic,Amar Bukvić,Ensar Ćostović,Ensar Prnjavorac
Group Stage,Open Intermediate,Group A,2,Single game,CrMoV,Die Kanocher Buam,CrMoV,21,9,,,,,,,,,Michael Meister,Matthias Gürtler,Daniel Pagger,Jan Hösele
Group Stage,Open Intermediate,Group B,2,Single game,Fetzig,Obnova Tešanj,Fetzig,21,14,,,,,,,,,Daniel Fett,Jonas Glieder,Sabit Bavrk,Nedim Omahić
Group Stage,Open Intermediate,Group B,2,Single game,Harbabara,Zlatarna Dar  Tešanj,Harbabara,21,5,,,,,,,,,Martin Sauermoser,Mario Harb,Ahmed Agic,Mirza Bašalić
Group Stage,Open Intermediate,Group A,3,Single game,Kvart Caffe Tešanj,CrMoV,CrMoV,14,21,,,,,,,,,Almin Karapandzic,Amar Bukvić,Michael Meister,Matthias Gürtler
Group Stage,Open Intermediate,Group A,3,Single game,Bajkeracija Tešanj,Die Kanocher Buam,Bajkeracija Tešanj,21,6,,,,,,,,,Ensar Ćostović,Ensar Prnjavorac,Daniel Pagger,Jan Hösele
Group Stage,Open Intermediate,Group B,3,Single game,Fetzig,Harbabara,Harbabara,10,21,,,,,,,,,Daniel Fett,Jonas Glieder,Martin Sauermoser,Mario Harb
Group Stage,Open Intermediate,Group B,3,Single game,Obnova Tešanj,Zlatarna Dar  Tešanj,Zlatarna Dar  Tešanj,19,21,,,,,,,,,Sabit Bavrk,Nedim Omahić,Ahmed Agic,Mirza Bašalić
Group Stage,Open Intermediate,Group A,4,Single game,Kvart Caffe Tešanj,Die Kanocher Buam,Kvart Caffe Tešanj,21,6,,,,,,,,,Almin Karapandzic,Amar Bukvić,Daniel Pagger,Jan Hösele
Group Stage,Open Intermediate,Group A,4,Single game,CrMoV,Bajkeracija Tešanj,Bajkeracija Tešanj,19,21,,,,,,,,,Michael Meister,Matthias Gürtler,Ensar Ćostović,Ensar Prnjavorac
Group Stage,Open Intermediate,Group B,4,Single game,Fetzig,Zlatarna Dar  Tešanj,Fetzig,21,19,,,,,,,,,Daniel Fett,Jonas Glieder,Ahmed Agic,Mirza Bašalić
Group Stage,Open Intermediate,Group B,4,Single game,Harbabara,Obnova Tešanj,Harbabara,21,9,,,,,,,,,Martin Sauermoser,Mario Harb,Sabit Bavrk,Nedim Omahić
Group Stage,Open Intermediate,Group A,5,Single game,Kvart Caffe Tešanj,Bajkeracija Tešanj,Bajkeracija Tešanj,16,21,,,,,,,,,Almin Karapandzic,Amar Bukvić,Ensar Ćostović,Ensar Prnjavorac
Group Stage,Open Intermediate,Group A,5,Single game,CrMoV,Die Kanocher Buam,CrMoV,21,17,,,,,,,,,Michael Meister,Matthias Gürtler,Daniel Pagger,Jan Hösele
Group Stage,Open Intermediate,Group B,5,Single game,Fetzig,Obnova Tešanj,Fetzig,21,16,,,,,,,,,Daniel Fett,Jonas Glieder,Sabit Bavrk,Nedim Omahić
Group Stage,Open Intermediate,Group B,5,Single game,Harbabara,Zlatarna Dar  Tešanj,Harbabara,21,9,,,,,,,,,Martin Sauermoser,Mario Harb,Ahmed Agic,Mirza Bašalić
Group Stage,Open Intermediate,Group A,6,Single game,Kvart Caffe Tešanj,CrMoV,CrMoV,15,21,,,,,,,,,Almin Karapandzic,Amar Bukvić,Michael Meister,Matthias Gürtler
Group Stage,Open Intermediate,Group A,6,Single game,Bajkeracija Tešanj,Die Kanocher Buam,Bajkeracija Tešanj,21,8,,,,,,,,,Ensar Ćostović,Ensar Prnjavorac,Daniel Pagger,Jan Hösele
Group Stage,Open Intermediate,Group B,6,Single game,Fetzig,Harbabara,Harbabara,11,21,,,,,,,,,Daniel Fett,Jonas Glieder,Martin Sauermoser,Mario Harb
Group Stage,Open Intermediate,Group B,6,Single game,Obnova Tešanj,Zlatarna Dar  Tešanj,Zlatarna Dar  Tešanj,19,21,,,,,,,,,Sabit Bavrk,Nedim Omahić,Ahmed Agic,Mirza Bašalić
Bracket Stage,Open Intermediate,Bracket A,Quarter-final,Best of 3,Bajkeracija Tešanj,Obnova Tešanj,Bajkeracija Tešanj,21,19,21,17,,,,,,,Ensar Ćostović,Ensar Prnjavorac,Sabit Bavrk,Nedim Omahić
Bracket Stage,Open Intermediate,Bracket A,Quarter-final,Best of 3,Harbabara,Die Kanocher Buam,Harbabara,1,0,1,0,,,,,,,Martin Sauermoser,Mario Harb,Daniel Pagger,Jan Hösele
Bracket Stage,Open Intermediate,Bracket A,Quarter-final,Best of 3,CrMoV,Zlatarna Dar  Tešanj,CrMoV,21,12,21,18,,,,,,,Michael Meister,Matthias Gürtler,Ahmed Agic,Mirza Bašalić
Bracket Stage,Open Intermediate,Bracket A,Quarter-final,Best of 3,Fetzig,Kvart Caffe Tešanj,Fetzig,21,7,21,7,,,,,,,Daniel Fett,Jonas Glieder,Almin Karapandzic,Amar Bukvić
Bracket Stage,Open Intermediate,Bracket A,Semi-final,Best of 3,Bajkeracija Tešanj,Fetzig,Bajkeracija Tešanj,21,19,21,17,,,,,,,Ensar Ćostović,Ensar Prnjavorac,Daniel Fett,Jonas Glieder
Bracket Stage,Open Intermediate,Bracket A,Semi-final,Best of 3,Harbabara,CrMoV,Harbabara,21,12,21,9,,,,,,,Martin Sauermoser,Mario Harb,Michael Meister,Matthias Gürtler
Bracket Stage,Open Intermediate,Bracket A,P5: Semi-final,Single game,Kvart Caffe Tešanj,Obnova Tešanj,Kvart Caffe Tešanj,21,3,,,,,,,,,Almin Karapandzic,Amar Bukvić,Sabit Bavrk,Nedim Omahić
Bracket Stage,Open Intermediate,Bracket A,P5: Semi-final,Single game,Zlatarna Dar  Tešanj,Die Kanocher Buam,Zlatarna Dar  Tešanj,21,10,,,,,,,,,Ahmed Agic,Mirza Bašalić,Daniel Pagger,Jan Hösele
Bracket Stage,Open Intermediate,Bracket A,Final,Best of 3,Bajkeracija Tešanj,Harbabara,Harbabara,12,21,21,17,17,21,,,,,Ensar Ćostović,Ensar Prnjavorac,Martin Sauermoser,Mario Harb
Bracket Stage,Open Intermediate,Bracket A,P3: Final,Best of 3,CrMoV,Fetzig,Fetzig,17,21,19,21,,,,,,,Michael Meister,Matthias Gürtler,Daniel Fett,Jonas Glieder
Bracket Stage,Open Intermediate,Bracket A,P5: Final,Single game,Kvart Caffe Tešanj,Zlatarna Dar  Tešanj,Kvart Caffe Tešanj,21,9,,,,,,,,,Almin Karapandzic,Amar Bukvić,Ahmed Agic,Mirza Bašalić
