Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4
Pool Play,Open Contender,Group G,2,Single game,Cerebral,Overdue,Cerebral,21,14,,,,,,,,,Kurt Lannetti,Samuel Corey,,,Drew Ryder,Javier Vidal,,
Pool Play,Open Contender,Group G,2,Single game,Cinnabutter,TLMG,TLMG,17,21,,,,,,,,,James Richmond,A.j. Martin,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Open Contender,Group H,2,Single game,Incognito,Unnamed Protagonist,Incognito,21,13,,,,,,,,,Michael Du,Joseph Kaylor,,,Caleb White,Calvin Smith,,
Pool Play,Open Contender,Group H,2,Single game,Hot Ballers,Dethrone,Hot Ballers,23,21,,,,,,,,,Joshua Hachey,Tyler Babin,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Open Contender,Group I,2,Single game,Get Gaped,WHITE,Get Gaped,21,17,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Mitchell Carter,Ely Marciano,,
Pool Play,Open Contender,Group I,2,Single game,Step-Cousin?!?,BUTTER,Step-Cousin?!?,25,23,,,,,,,,,Chase Meyer,Noah Johnson,,,Levi Rogers,Zak Kovatch,,
Pool Play,Open Contender,Group A,3,Single game,Disordered,Green,Disordered,15,9,,,,,,,,,Andrew Greer,Solomon Berry,,,Connor Prelich,Lucas Hope,,
Pool Play,Open Contender,Group A,3,Single game,WOMP WOMP!,Fresh Cuts,WOMP WOMP!,15,11,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Open Contender,Group B,3,Single game,Short Bait,Mickey Mouse Club House,Mickey Mouse Club House,21,23,,,,,,,,,Caleb Shorter,Owen Bass,,,Josef Quispe,Joey Reynolds,,
Pool Play,Open Contender,Group B,3,Single game,PBR Vengeance,Happy Heffalumps,PBR Vengeance,21,15,,,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Open Contender,Group C,3,Single game,Boogie Woogie,VBR Sticky Stuff,VBR Sticky Stuff,17,21,,,,,,,,,Ben Savage,Adam Porter,,,Reid Lampert,Caleb Brock,,
Pool Play,Open Contender,Group C,3,Single game,McLaughlin Men,CCR Toph & The Boulder,McLaughlin Men,21,16,,,,,,,,,Joey Maichen,Bryan Grullon,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Open Contender,Group D,3,Single game,For the Content,PBR Animal Style,PBR Animal Style,19,21,,,,,,,,,David Rowlands,Jacob Narayan,,,Michael Capobianco,Liam Sherron,,
Pool Play,Open Contender,Group D,3,Single game,Bush Business,Bust Bros,Bush Business,21,19,,,,,,,,,Justin Kehoe,Jack Bush,,,Sam Diani,Aidan Buchanan,,
Pool Play,Open Contender,Group E,3,Single game,No Pressure,Limitless Faith,No Pressure,21,19,,,,,,,,,Alex Newton,Josh Hutko,,,Ethan Domster,Andrew Raber,,
Pool Play,Open Contender,Group E,3,Single game,Abusive Relationship,Crockpot,Abusive Relationship,24,22,,,,,,,,,Sam Mccune,Nic Albornoz,,,Peyton Stack,Harrison Baisden,,
Pool Play,Open Contender,Group F,3,Single game,Shockwave,MBR vs. PBR,Shockwave,21,14,,,,,,,,,Sam Bunze,John Buchanan,,,Brian Perlson,Nathan Montgomery,,
Pool Play,Open Contender,Group F,3,Single game,BUGA,Let’s get grassy,BUGA,21,18,,,,,,,,,Rob's Traveler,Izayah Gibson,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Open Contender,Group G,3,Single game,Cerebral,Cinnabutter,Cerebral,21,19,,,,,,,,,Kurt Lannetti,Samuel Corey,,,James Richmond,A.j. Martin,,
Pool Play,Open Contender,Group G,3,Single game,Overdue,TLMG,TLMG,8,21,,,,,,,,,Drew Ryder,Javier Vidal,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Open Contender,Group H,3,Single game,Incognito,Hot Ballers,Hot Ballers,15,21,,,,,,,,,Michael Du,Joseph Kaylor,,,Joshua Hachey,Tyler Babin,,
Pool Play,Open Contender,Group H,3,Single game,Unnamed Protagonist,Dethrone,Unnamed Protagonist,25,24,,,,,,,,,Caleb White,Calvin Smith,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Open Contender,Group I,3,Single game,Get Gaped,Step-Cousin?!?,Step-Cousin?!?,24,25,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Chase Meyer,Noah Johnson,,
Pool Play,Open Contender,Group I,3,Single game,WHITE,BUTTER,BUTTER,15,21,,,,,,,,,Mitchell Carter,Ely Marciano,,,Levi Rogers,Zak Kovatch,,
Pool Play,Open Contender,Group A,4,Single game,WOMP WOMP!,Green,WOMP WOMP!,15,13,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Connor Prelich,Lucas Hope,,
Pool Play,Open Contender,Group A,4,Single game,Control Alt Delete,Fresh Cuts,Control Alt Delete,15,11,,,,,,,,,Ethan Sullivan,Gavin Sullivan,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Open Contender,Group A,5,Single game,Disordered,WOMP WOMP!,Disordered,15,6,,,,,,,,,Andrew Greer,Solomon Berry,,,Dalton Gilder,Brandon Stokes,,
Pool Play,Open Contender,Group A,5,Single game,Green,Control Alt Delete,Control Alt Delete,11,15,,,,,,,,,Connor Prelich,Lucas Hope,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Open Contender,Group A,6,Single game,Disordered,Fresh Cuts,Disordered,15,12,,,,,,,,,Andrew Greer,Solomon Berry,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Open Contender,Group A,6,Single game,WOMP WOMP!,Control Alt Delete,WOMP WOMP!,15,11,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Open Contender,Group B,4,Single game,Short Bait,Happy Heffalumps,Short Bait,21,15,,,,,,,,,Caleb Shorter,Owen Bass,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Open Contender,Group B,4,Single game,Mickey Mouse Club House,PBR Vengeance,Mickey Mouse Club House,21,17,,,,,,,,,Josef Quispe,Joey Reynolds,,,Jacob Arzaga,Garrett Blanchard,,
Pool Play,Open Contender,Group C,4,Single game,Boogie Woogie,CCR Toph & The Boulder,Boogie Woogie,21,6,,,,,,,,,Ben Savage,Adam Porter,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Open Contender,Group C,4,Single game,VBR Sticky Stuff,McLaughlin Men,VBR Sticky Stuff,21,13,,,,,,,,,Reid Lampert,Caleb Brock,,,Joey Maichen,Bryan Grullon,,
Pool Play,Open Contender,Group D,4,Single game,For the Content,Bust Bros,For the Content,21,15,,,,,,,,,David Rowlands,Jacob Narayan,,,Sam Diani,Aidan Buchanan,,
Pool Play,Open Contender,Group D,4,Single game,PBR Animal Style,Bush Business,Bush Business,22,24,,,,,,,,,Michael Capobianco,Liam Sherron,,,Justin Kehoe,Jack Bush,,
Pool Play,Open Contender,Group E,4,Single game,No Pressure,Crockpot,No Pressure,21,14,,,,,,,,,Alex Newton,Josh Hutko,,,Peyton Stack,Harrison Baisden,,
Pool Play,Open Contender,Group E,4,Single game,Limitless Faith,Abusive Relationship,Abusive Relationship,16,21,,,,,,,,,Ethan Domster,Andrew Raber,,,Sam Mccune,Nic Albornoz,,
Pool Play,Open Contender,Group F,4,Single game,Shockwave,Let’s get grassy,Shockwave,21,15,,,,,,,,,Sam Bunze,John Buchanan,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Open Contender,Group F,4,Single game,MBR vs. PBR,BUGA,BUGA,16,21,,,,,,,,,Brian Perlson,Nathan Montgomery,,,Rob's Traveler,Izayah Gibson,,
Pool Play,Open Contender,Group G,4,Single game,Cerebral,TLMG,TLMG,13,21,,,,,,,,,Kurt Lannetti,Samuel Corey,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Open Contender,Group G,4,Single game,Cinnabutter,Overdue,Cinnabutter,21,16,,,,,,,,,James Richmond,A.j. Martin,,,Drew Ryder,Javier Vidal,,
Pool Play,Open Contender,Group H,4,Single game,Incognito,Dethrone,Incognito,21,16,,,,,,,,,Michael Du,Joseph Kaylor,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Open Contender,Group H,4,Single game,Hot Ballers,Unnamed Protagonist,Hot Ballers,21,11,,,,,,,,,Joshua Hachey,Tyler Babin,,,Caleb White,Calvin Smith,,
Pool Play,Open Contender,Group I,4,Single game,Get Gaped,BUTTER,Get Gaped,21,19,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Levi Rogers,Zak Kovatch,,
Pool Play,Open Contender,Group I,4,Single game,Step-Cousin?!?,WHITE,Step-Cousin?!?,21,15,,,,,,,,,Chase Meyer,Noah Johnson,,,Mitchell Carter,Ely Marciano,,
Pool Play,Open Contender,Group A,7,Single game,Disordered,Control Alt Delete,Disordered,15,11,,,,,,,,,Andrew Greer,Solomon Berry,,,Ethan Sullivan,Gavin Sullivan,,
Pool Play,Open Contender,Group A,7,Single game,Green,Fresh Cuts,Green,15,9,,,,,,,,,Connor Prelich,Lucas Hope,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Open Contender,Group B,5,Single game,Short Bait,PBR Vengeance,Short Bait,21,14,,,,,,,,,Caleb Shorter,Owen Bass,,,Jacob Arzaga,Garrett Blanchard,,
Pool Play,Open Contender,Group B,5,Single game,Mickey Mouse Club House,Happy Heffalumps,Mickey Mouse Club House,21,16,,,,,,,,,Josef Quispe,Joey Reynolds,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Open Contender,Group C,5,Single game,Boogie Woogie,McLaughlin Men,Boogie Woogie,24,22,,,,,,,,,Ben Savage,Adam Porter,,,Joey Maichen,Bryan Grullon,,
Pool Play,Open Contender,Group C,5,Single game,VBR Sticky Stuff,CCR Toph & The Boulder,VBR Sticky Stuff,21,15,,,,,,,,,Reid Lampert,Caleb Brock,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Open Contender,Group D,5,Single game,For the Content,Bush Business,For the Content,22,20,,,,,,,,,David Rowlands,Jacob Narayan,,,Justin Kehoe,Jack Bush,,
Pool Play,Open Contender,Group D,5,Single game,PBR Animal Style,Bust Bros,Bust Bros,13,21,,,,,,,,,Michael Capobianco,Liam Sherron,,,Sam Diani,Aidan Buchanan,,
Pool Play,Open Contender,Group E,5,Single game,No Pressure,Abusive Relationship,No Pressure,21,12,,,,,,,,,Alex Newton,Josh Hutko,,,Sam Mccune,Nic Albornoz,,
Pool Play,Open Contender,Group E,5,Single game,Limitless Faith,Crockpot,Limitless Faith,21,16,,,,,,,,,Ethan Domster,Andrew Raber,,,Peyton Stack,Harrison Baisden,,
Pool Play,Open Contender,Group F,5,Single game,Shockwave,BUGA,Shockwave,21,19,,,,,,,,,Sam Bunze,John Buchanan,,,Rob's Traveler,Izayah Gibson,,
Pool Play,Open Contender,Group F,5,Single game,MBR vs. PBR,Let’s get grassy,Let’s get grassy,19,21,,,,,,,,,Brian Perlson,Nathan Montgomery,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Open Contender,Group G,5,Single game,Cerebral,Overdue,Overdue,24,25,,,,,,,,,Kurt Lannetti,Samuel Corey,,,Drew Ryder,Javier Vidal,,
Pool Play,Open Contender,Group G,5,Single game,Cinnabutter,TLMG,TLMG,10,21,,,,,,,,,James Richmond,A.j. Martin,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Open Contender,Group H,5,Single game,Incognito,Unnamed Protagonist,Incognito,21,17,,,,,,,,,Michael Du,Joseph Kaylor,,,Caleb White,Calvin Smith,,
Pool Play,Open Contender,Group H,5,Single game,Hot Ballers,Dethrone,Hot Ballers,21,15,,,,,,,,,Joshua Hachey,Tyler Babin,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Open Contender,Group I,5,Single game,Get Gaped,WHITE,Get Gaped,21,16,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Mitchell Carter,Ely Marciano,,
Pool Play,Open Contender,Group I,5,Single game,Step-Cousin?!?,BUTTER,Step-Cousin?!?,21,16,,,,,,,,,Chase Meyer,Noah Johnson,,,Levi Rogers,Zak Kovatch,,
Pool Play,Open Contender,Group A,8,Single game,Disordered,Green,Disordered,15,13,,,,,,,,,Andrew Greer,Solomon Berry,,,Connor Prelich,Lucas Hope,,
Pool Play,Open Contender,Group A,8,Single game,WOMP WOMP!,Fresh Cuts,WOMP WOMP!,15,9,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Open Contender,Group B,6,Single game,Short Bait,Mickey Mouse Club House,Mickey Mouse Club House,18,21,,,,,,,,,Caleb Shorter,Owen Bass,,,Josef Quispe,Joey Reynolds,,
Pool Play,Open Contender,Group B,6,Single game,PBR Vengeance,Happy Heffalumps,Happy Heffalumps,14,21,,,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Matt Catuccio,Michael Catuccio,,
Pool Play,Open Contender,Group C,6,Single game,Boogie Woogie,VBR Sticky Stuff,VBR Sticky Stuff,19,21,,,,,,,,,Ben Savage,Adam Porter,,,Reid Lampert,Caleb Brock,,
Pool Play,Open Contender,Group C,6,Single game,McLaughlin Men,CCR Toph & The Boulder,McLaughlin Men,21,16,,,,,,,,,Joey Maichen,Bryan Grullon,,,Cooper Pennell,Gabe Packevicz,,
Pool Play,Open Contender,Group D,6,Single game,For the Content,PBR Animal Style,For the Content,21,17,,,,,,,,,David Rowlands,Jacob Narayan,,,Michael Capobianco,Liam Sherron,,
Pool Play,Open Contender,Group D,6,Single game,Bush Business,Bust Bros,Bush Business,21,19,,,,,,,,,Justin Kehoe,Jack Bush,,,Sam Diani,Aidan Buchanan,,
Pool Play,Open Contender,Group E,6,Single game,No Pressure,Limitless Faith,No Pressure,21,14,,,,,,,,,Alex Newton,Josh Hutko,,,Ethan Domster,Andrew Raber,,
Pool Play,Open Contender,Group E,6,Single game,Abusive Relationship,Crockpot,Crockpot,18,21,,,,,,,,,Sam Mccune,Nic Albornoz,,,Peyton Stack,Harrison Baisden,,
Pool Play,Open Contender,Group F,6,Single game,Shockwave,MBR vs. PBR,MBR vs. PBR,16,21,,,,,,,,,Sam Bunze,John Buchanan,,,Brian Perlson,Nathan Montgomery,,
Pool Play,Open Contender,Group F,6,Single game,BUGA,Let’s get grassy,BUGA,21,17,,,,,,,,,Rob's Traveler,Izayah Gibson,,,Nathaniel Hargrove,Dennis Wei,,
Pool Play,Open Contender,Group G,6,Single game,Cerebral,Cinnabutter,Cerebral,21,15,,,,,,,,,Kurt Lannetti,Samuel Corey,,,James Richmond,A.j. Martin,,
Pool Play,Open Contender,Group G,6,Single game,Overdue,TLMG,TLMG,12,21,,,,,,,,,Drew Ryder,Javier Vidal,,,Anthony St-Martin,Thomas Déry,,
Pool Play,Open Contender,Group H,6,Single game,Incognito,Hot Ballers,Hot Ballers,19,21,,,,,,,,,Michael Du,Joseph Kaylor,,,Joshua Hachey,Tyler Babin,,
Pool Play,Open Contender,Group H,6,Single game,Unnamed Protagonist,Dethrone,Unnamed Protagonist,21,13,,,,,,,,,Caleb White,Calvin Smith,,,Ryan Fernandez,Patricio Duran,,
Pool Play,Open Contender,Group I,6,Single game,Get Gaped,Step-Cousin?!?,Get Gaped,21,16,,,,,,,,,Tim Lacagnina,Nick Evanko,,,Chase Meyer,Noah Johnson,,
Pool Play,Open Contender,Group I,6,Single game,WHITE,BUTTER,BUTTER,24,25,,,,,,,,,Mitchell Carter,Ely Marciano,,,Levi Rogers,Zak Kovatch,,
Pool Play,Open Contender,Group A,9,Single game,WOMP WOMP!,Green,WOMP WOMP!,15,7,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Connor Prelich,Lucas Hope,,
Pool Play,Open Contender,Group A,9,Single game,Control Alt Delete,Fresh Cuts,Control Alt Delete,19,17,,,,,,,,,Ethan Sullivan,Gavin Sullivan,,,Mike Hamilton,Ethan Westfall,,
Pool Play,Open Contender,Group A,10,Single game,Disordered,WOMP WOMP!,Disordered,16,14,,,,,,,,,Andrew Greer,Solomon Berry,,,Dalton Gilder,Brandon Stokes,,
Pool Play,Open Contender,Group A,10,Single game,Green,Control Alt Delete,Control Alt Delete,13,15,,,,,,,,,Connor Prelich,Lucas Hope,,,Ethan Sullivan,Gavin Sullivan,,
Bracket Play,Open Contender,Bracket A,Round of 64,Best of 3,WHITE,Fresh Cuts,WHITE,17,21,21,14,21,19,,,,,Mitchell Carter,Ely Marciano,,,Mike Hamilton,Ethan Westfall,,
Bracket Play,Open Contender,Bracket A,Round of 64,Best of 3,Crockpot,Green,Crockpot,18,21,23,21,26,24,,,,,Peyton Stack,Harrison Baisden,,,Connor Prelich,Lucas Hope,,
Bracket Play,Open Contender,Bracket A,Round of 64,Best of 3,MBR vs. PBR,CCR Toph & The Boulder,MBR vs. PBR,21,16,24,22,,,,,,,Brian Perlson,Nathan Montgomery,,,Cooper Pennell,Gabe Packevicz,,
Bracket Play,Open Contender,Bracket A,Round of 64,Best of 3,PBR Vengeance,Dethrone,PBR Vengeance,21,16,21,16,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Ryan Fernandez,Patricio Duran,,
Bracket Play,Open Contender,Bracket A,Round of 64,Best of 3,Happy Heffalumps,Overdue,Happy Heffalumps,21,16,27,25,,,,,,,Matt Catuccio,Michael Catuccio,,,Drew Ryder,Javier Vidal,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,TLMG,Happy Heffalumps,TLMG,21,12,17,21,21,11,,,,,Anthony St-Martin,Thomas Déry,,,Matt Catuccio,Michael Catuccio,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,No Pressure,PBR Vengeance,No Pressure,21,10,29,27,,,,,,,Alex Newton,Josh Hutko,,,Jacob Arzaga,Garrett Blanchard,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Disordered,MBR vs. PBR,Disordered,21,16,0,-2,,,,,,,Andrew Greer,Solomon Berry,,,Brian Perlson,Nathan Montgomery,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,VBR Sticky Stuff,Crockpot,VBR Sticky Stuff,21,15,21,17,,,,,,,Reid Lampert,Caleb Brock,,,Peyton Stack,Harrison Baisden,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Hot Ballers,WHITE,Hot Ballers,21,14,21,11,,,,,,,Joshua Hachey,Tyler Babin,,,Mitchell Carter,Ely Marciano,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Mickey Mouse Club House,Unnamed Protagonist,Mickey Mouse Club House,17,21,21,10,26,24,,,,,Josef Quispe,Joey Reynolds,,,Caleb White,Calvin Smith,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Shockwave,McLaughlin Men,McLaughlin Men,18,21,17,21,,,,,,,Sam Bunze,John Buchanan,,,Joey Maichen,Bryan Grullon,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Boogie Woogie,Let’s get grassy,Boogie Woogie,21,19,21,10,,,,,,,Ben Savage,Adam Porter,,,Nathaniel Hargrove,Dennis Wei,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,WOMP WOMP!,Cinnabutter,Cinnabutter,16,21,10,21,,,,,,,Dalton Gilder,Brandon Stokes,,,James Richmond,A.j. Martin,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Short Bait,Control Alt Delete,Short Bait,21,17,21,14,,,,,,,Caleb Shorter,Owen Bass,,,Ethan Sullivan,Gavin Sullivan,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,BUGA,Limitless Faith,BUGA,1,0,1,0,,,,,,,Rob's Traveler,Izayah Gibson,,,Ethan Domster,Andrew Raber,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,For the Content,Bust Bros,For the Content,21,16,26,24,,,,,,,David Rowlands,Jacob Narayan,,,Sam Diani,Aidan Buchanan,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Get Gaped,Abusive Relationship,Get Gaped,21,11,21,15,,,,,,,Tim Lacagnina,Nick Evanko,,,Sam Mccune,Nic Albornoz,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Incognito,PBR Animal Style,Incognito,21,15,21,17,,,,,,,Michael Du,Joseph Kaylor,,,Michael Capobianco,Liam Sherron,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,Step-Cousin?!?,Bush Business,Step-Cousin?!?,15,21,21,16,21,19,,,,,Chase Meyer,Noah Johnson,,,Justin Kehoe,Jack Bush,,
Bracket Play,Open Contender,Bracket A,Round of 32,Best of 3,BUTTER,Cerebral,Cerebral,17,21,13,21,,,,,,,Levi Rogers,Zak Kovatch,,,Kurt Lannetti,Samuel Corey,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,TLMG,Cerebral,Cerebral,21,14,22,24,17,21,,,,,Anthony St-Martin,Thomas Déry,,,Kurt Lannetti,Samuel Corey,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,No Pressure,Step-Cousin?!?,No Pressure,21,16,22,24,21,16,,,,,Alex Newton,Josh Hutko,,,Chase Meyer,Noah Johnson,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,Disordered,Incognito,Incognito,16,21,19,21,,,,,,,Andrew Greer,Solomon Berry,,,Michael Du,Joseph Kaylor,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,VBR Sticky Stuff,Get Gaped,VBR Sticky Stuff,21,19,18,21,21,15,,,,,Reid Lampert,Caleb Brock,,,Tim Lacagnina,Nick Evanko,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,Hot Ballers,For the Content,Hot Ballers,21,13,21,16,,,,,,,Joshua Hachey,Tyler Babin,,,David Rowlands,Jacob Narayan,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,Mickey Mouse Club House,BUGA,Mickey Mouse Club House,21,15,21,19,,,,,,,Josef Quispe,Joey Reynolds,,,Rob's Traveler,Izayah Gibson,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,McLaughlin Men,Short Bait,Short Bait,21,18,18,21,17,21,,,,,Joey Maichen,Bryan Grullon,,,Caleb Shorter,Owen Bass,,
Bracket Play,Open Contender,Bracket A,Round of 16,Best of 3,Boogie Woogie,Cinnabutter,Boogie Woogie,21,15,21,14,,,,,,,Ben Savage,Adam Porter,,,James Richmond,A.j. Martin,,
Bracket Play,Open Contender,Bracket A,P17: Round of 16,Single game,BUTTER,Happy Heffalumps,Happy Heffalumps,16,21,,,,,,,,,Levi Rogers,Zak Kovatch,,,Matt Catuccio,Michael Catuccio,,
Bracket Play,Open Contender,Bracket A,P17: Round of 16,Single game,Bush Business,PBR Vengeance,PBR Vengeance,14,21,,,,,,,,,Justin Kehoe,Jack Bush,,,Jacob Arzaga,Garrett Blanchard,,
Bracket Play,Open Contender,Bracket A,P17: Round of 16,Single game,PBR Animal Style,MBR vs. PBR,PBR Animal Style,25,23,,,,,,,,,Michael Capobianco,Liam Sherron,,,Brian Perlson,Nathan Montgomery,,
Bracket Play,Open Contender,Bracket A,P17: Round of 16,Single game,Abusive Relationship,Crockpot,Crockpot,18,21,,,,,,,,,Sam Mccune,Nic Albornoz,,,Peyton Stack,Harrison Baisden,,
Bracket Play,Open Contender,Bracket A,P17: Round of 16,Single game,Limitless Faith,Unnamed Protagonist,Unnamed Protagonist,0,1,,,,,,,,,Ethan Domster,Andrew Raber,,,Caleb White,Calvin Smith,,
Bracket Play,Open Contender,Bracket A,P17: Round of 16,Single game,Control Alt Delete,Shockwave,Shockwave,19,21,,,,,,,,,Ethan Sullivan,Gavin Sullivan,,,Sam Bunze,John Buchanan,,
Bracket Play,Open Contender,Bracket A,P17: Round of 16,Single game,WOMP WOMP!,Let’s get grassy,WOMP WOMP!,1,0,,,,,,,,,Dalton Gilder,Brandon Stokes,,,Nathaniel Hargrove,Dennis Wei,,
Bracket Play,Open Contender,Bracket A,Quarter-final,Best of 3,Cerebral,Boogie Woogie,Cerebral,21,19,23,21,,,,,,,Kurt Lannetti,Samuel Corey,,,Ben Savage,Adam Porter,,
Bracket Play,Open Contender,Bracket A,Quarter-final,Best of 3,No Pressure,Short Bait,No Pressure,18,21,21,14,21,19,,,,,Alex Newton,Josh Hutko,,,Caleb Shorter,Owen Bass,,
Bracket Play,Open Contender,Bracket A,Quarter-final,Best of 3,Incognito,Mickey Mouse Club House,Incognito,15,21,21,19,21,14,,,,,Michael Du,Joseph Kaylor,,,Josef Quispe,Joey Reynolds,,
Bracket Play,Open Contender,Bracket A,Quarter-final,Best of 3,VBR Sticky Stuff,Hot Ballers,Hot Ballers,16,21,21,18,18,21,,,,,Reid Lampert,Caleb Brock,,,Joshua Hachey,Tyler Babin,,
Bracket Play,Open Contender,Bracket A,P9: Quarter-final,Single game,Cinnabutter,TLMG,TLMG,0,1,,,,,,,,,James Richmond,A.j. Martin,,,Anthony St-Martin,Thomas Déry,,
Bracket Play,Open Contender,Bracket A,P9: Quarter-final,Single game,McLaughlin Men,Step-Cousin?!?,McLaughlin Men,1,0,,,,,,,,,Joey Maichen,Bryan Grullon,,,Chase Meyer,Noah Johnson,,
Bracket Play,Open Contender,Bracket A,P17: Quarter-final,Single game,Happy Heffalumps,WOMP WOMP!,WOMP WOMP!,0,1,,,,,,,,,Matt Catuccio,Michael Catuccio,,,Dalton Gilder,Brandon Stokes,,
Bracket Play,Open Contender,Bracket A,P17: Quarter-final,Single game,PBR Vengeance,Shockwave,PBR Vengeance,1,0,,,,,,,,,Jacob Arzaga,Garrett Blanchard,,,Sam Bunze,John Buchanan,,
Bracket Play,Open Contender,Bracket A,P25: Quarter-final,Single game,Limitless Faith,MBR vs. PBR,MBR vs. PBR,0,1,,,,,,,,,Ethan Domster,Andrew Raber,,,Brian Perlson,Nathan Montgomery,,
Bracket Play,Open Contender,Bracket A,P33: Quarter-final,Single game,Green,Fresh Cuts,Fresh Cuts,17,21,,,,,,,,,Connor Prelich,Lucas Hope,,,Mike Hamilton,Ethan Westfall,,
Bracket Play,Open Contender,Bracket A,Semi-final,Best of 3,Cerebral,Hot Ballers,Hot Ballers,21,23,24,22,17,21,,,,,Kurt Lannetti,Samuel Corey,,,Joshua Hachey,Tyler Babin,,
Bracket Play,Open Contender,Bracket A,Semi-final,Best of 3,No Pressure,Incognito,No Pressure,21,19,21,18,,,,,,,Alex Newton,Josh Hutko,,,Michael Du,Joseph Kaylor,,
Bracket Play,Open Contender,Bracket A,P5: Semi-final,Single game,VBR Sticky Stuff,Boogie Woogie,Boogie Woogie,0,1,,,,,,,,,Reid Lampert,Caleb Brock,,,Ben Savage,Adam Porter,,
Bracket Play,Open Contender,Bracket A,P5: Semi-final,Single game,Mickey Mouse Club House,Short Bait,Mickey Mouse Club House,1,0,,,,,,,,,Josef Quispe,Joey Reynolds,,,Caleb Shorter,Owen Bass,,
Bracket Play,Open Contender,Bracket A,P9: Semi-final,Single game,TLMG,For the Content,TLMG,21,16,,,,,,,,,Anthony St-Martin,Thomas Déry,,,David Rowlands,Jacob Narayan,,
Bracket Play,Open Contender,Bracket A,P9: Semi-final,Single game,McLaughlin Men,Disordered,McLaughlin Men,1,0,,,,,,,,,Joey Maichen,Bryan Grullon,,,Andrew Greer,Solomon Berry,,
